Office_Level_ID,Office_Level_Name,Office_Name,Office_ID,Parent_Office_Id,Parent_Office_Name,Office_District_Id,Office_District_Name,Parent_district_Id,Parent_District_Name,Office_Address,Office_Short_Name,DT_updated,DT_created/date,DT_created/timezone_type,DT_created/timezone,Org_Office_Type,Office_Type_Id,DT_updated/date,DT_updated/timezone_type,DT_updated/timezone
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Project Division Samdari",3005989,3005946,Public Health Engineering,50005,Barmer,50016,Jaipur,,"EEPDn., PHED, Samdari",,2017-06-19 11:54:08.000000,3,Asia/Kolkata,Division,584,2020-08-18 14:07:32.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division-II, Dhanau",3019417,3006141,Public Health Engineering,50005,Barmer,50016,Jaipur,,"AEN, PHED, Sub Divi.-II, Dhanau",,2018-02-02 12:33:28.000000,3,Asia/Kolkata,Sub Division,582,2020-08-20 15:52:22.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, PMC Division, Makrana",3006265,3006145,Public Health Engineering,50038,Didwana-Kuchaman,50016,Jaipur,,"EEPMCDn.,PHED, Makrana",,2017-06-22 17:50:33.000000,3,Asia/Kolkata,Division,584,2024-08-30 09:57:19.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division District Rural-II, Bikaner",3019490,3006018,Public Health Engineering,50008,Bikaner,50016,Jaipur,,"AEN, PHED, Sub Divi. District Rural-II, Bikaner",,2018-02-05 16:11:58.000000,3,Asia/Kolkata,Sub Division,582,2020-09-25 10:24:32.000000,3,Asia/Kolkata
7,Division,"Office of Executive Engineer, Public Health Engineering Department, City Division -IV (S) Pratapnagar, Jaipur",3034230,3001397,Public Health Engineering,50016,Jaipur,50016,Jaipur,,"EEPCD-IV, Pratapnagar, Jaipur",,2020-01-27 13:26:24.000000,3,Asia/Kolkata,Division,584,2024-09-02 12:24:50.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Project Division Sardarshahar",3034660,3005957,Public Health Engineering,50011,Churu,50016,Jaipur,,"EEPDn., PHED, Sardarshahar",,2020-09-06 21:39:48.000000,3,Asia/Kolkata,Division,584,,,
9,Region,"Office of Additional Chief Engineer, Public Health Engineering Department, Region, Ajmer",3005929,3005597,Public Health Engineering,50001,Ajmer,50016,Jaipur,,"ACER, PHED, Ajmer",,2017-06-15 17:03:19.000000,3,Asia/Kolkata,Region Office,452,2020-12-02 12:41:29.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division City-V (N) Shashtri Nagar, Jaipur",3013029,3006074,Public Health Engineering,50016,Jaipur,50016,Jaipur,,"AEN, PHED, Sub Divi. Shashtri Nagar",,2017-11-07 12:59:56.000000,3,Asia/Kolkata,Sub Division,582,2020-10-05 12:45:18.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Dungla",3019505,3006160,Public Health Engineering,50010,Chittorgarh,50016,Jaipur,,"AEN,PHED,Sub Divi. Dungla",,2018-02-05 16:40:28.000000,3,Asia/Kolkata,Sub Division,582,2020-08-21 11:34:12.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, District Division Rural, Udaipur",3006307,3006195,Public Health Engineering,50033,Udaipur,50016,Jaipur,,"EEDRDn., PHED, Udaipur",,2017-06-27 13:33:41.000000,3,Asia/Kolkata,Division,584,2020-10-07 14:37:08.000000,3,Asia/Kolkata
1,State,"FA & CAO RWSSMB, Jaipur",3006134,3001397,Public Health Engineering,50016,Jaipur,50016,Jaipur,,"FA & CAO RWSSMB, Jaipur",,2017-06-21 11:43:05.000000,3,Asia/Kolkata,State,1339,2024-09-02 12:34:37.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, District Rural Division-II, Bikaner",3006018,3005954,Public Health Engineering,50008,Bikaner,50016,Jaipur,,"EEDDn.-II, PHED, Bikaner",,2017-06-19 15:20:35.000000,3,Asia/Kolkata,Division,584,2020-10-07 14:41:35.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Division Balotra",3006143,3006136,Public Health Engineering,50005,Barmer,50016,Jaipur,,"EEDn., PHED, Balotra",,2017-06-21 12:05:29.000000,3,Asia/Kolkata,Division,584,2021-02-05 14:11:16.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Khairthal (Alwar)",3018614,3005986,Public Health Engineering,50002,Alwar,50016,Jaipur,,"AEN, PHED, Sub Div. Khairthal (Alwar)",,2018-01-16 12:34:47.000000,3,Asia/Kolkata,Sub Division,582,2024-09-02 11:11:44.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Division Bayana",3006250,3005948,Public Health Engineering,50006,Bharatpur,50016,Jaipur,,"EE Dn, PHED, Bayana",,2017-06-22 14:58:32.000000,3,Asia/Kolkata,Division,584,2021-02-05 13:52:28.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Project Division-II Jhalawar",3006199,3006086,Public Health Engineering,50019,Jhalawar,50016,Jaipur,,"EEPDn.-II, PHED Jhalawar",,2017-06-21 16:35:19.000000,3,Asia/Kolkata,Division,584,2020-10-07 15:41:38.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Sayla",3019641,3006208,Public Health Engineering,50018,Jalore,50016,Jaipur,,"AEN, PHED, Sub Divi. Sayla",,2018-02-08 11:40:40.000000,3,Asia/Kolkata,Sub Division,582,2020-08-21 16:11:52.000000,3,Asia/Kolkata
7,Division,"Office of Junior Chemist Laboratory PHED, Tonk",3020332,3020301,Public Health Engineering,50032,Tonk,50016,Jaipur,,"PHED Laboratory, Tonk",,2018-02-20 15:36:15.000000,3,Asia/Kolkata,Laboratory,468,2021-02-05 13:38:52.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Division Hindon",3006248,3006109,Public Health Engineering,50022,Karauli,50016,Jaipur,,"EE, PHED Division Hindon",,2017-06-22 14:52:23.000000,3,Asia/Kolkata,Division,584,2020-09-08 15:58:13.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Viratnagar",3013247,3006092,Public Health Engineering,50016,Jaipur,50016,Jaipur,,"AEN, PHED, Sub Divi. Viratnagar",,2017-11-09 12:57:53.000000,3,Asia/Kolkata,Sub Division,582,2020-08-21 15:30:15.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division R&D City-II, Barmer",3019411,3006137,Public Health Engineering,50005,Barmer,50016,Jaipur,,"AEN, PHED, Sub Divi. R&D City-II, Barmer",,2018-02-02 12:19:17.000000,3,Asia/Kolkata,Sub Division,582,2021-02-05 14:19:17.000000,3,Asia/Kolkata
7,Division,"Office of Junior Chemist Laboratory PHED, Karauli",3026985,3020301,Public Health Engineering,50022,Karauli,50016,Jaipur,,"PHED Laboratory, Karauli",,2018-08-13 12:00:39.000000,3,Asia/Kolkata,Laboratory,468,2021-02-05 13:43:18.000000,3,Asia/Kolkata
32,,Rajasthan Water Supply and Sewerage Management Board,3033453,3000250,Public Health Engineering,50016,Jaipur,50016,Jaipur,,RWSSMB,,2019-04-12 17:44:28.000000,3,Asia/Kolkata,Board,358,2022-02-28 11:26:36.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Division Anoopgarh",3006049,3061504,Public Health Engineering,50034,Anoopgarh,50016,Jaipur,,"EEDn., PHED, Div. Anoopgarh",,2017-06-19 17:52:13.000000,3,Asia/Kolkata,Division,584,2024-03-27 15:48:28.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Danta Ramgarh",3019869,3006293,Public Health Engineering,50029,Sikar,50016,Jaipur,,"AEN, PHED, Sub Divi. Danta Ramgarh",,2018-02-12 15:36:48.000000,3,Asia/Kolkata,Sub Division,582,2020-08-24 14:26:00.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Division Jobner",3062958,3005969,Public Health Engineering,50016,Jaipur,50016,Jaipur,,"EEDn., PHED, Jobner",,2024-05-24 15:15:05.000000,3,Asia/Kolkata,Division,584,,,
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division City Ratanara, Jodhpur",3019723,3006230,Public Health Engineering,50021,Jodhpur,50016,Jaipur,,"AEN, PHED, Sub Divi. City Ratanara, Jodhpur",,2018-02-09 11:12:53.000000,3,Asia/Kolkata,Sub Division,582,2020-10-05 10:39:24.000000,3,Asia/Kolkata
6,District,"Office of Executive Engineer, Public Health Engineering Department, District Division-I Rural Jaipur",3006094,3005969,Public Health Engineering,50016,Jaipur,50016,Jaipur,,"EEDDn.-I, PHED Rural Jaipur",,2017-06-20 16:06:24.000000,3,Asia/Kolkata,Division,584,2020-08-20 10:43:39.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Sirohi",3019877,3006295,Public Health Engineering,50030,Sirohi,50016,Jaipur,,"AEN, PHED, Sub Divi. Sirohi",,2018-02-12 17:11:52.000000,3,Asia/Kolkata,Sub Division,582,2020-09-30 14:34:33.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Sarada",3007203,3006308,Public Health Engineering,50048,Salumbar,50016,Jaipur,,"AEN, PHED, Sub Divi. Sarada",,2017-07-25 11:55:10.000000,3,Asia/Kolkata,Sub Division,582,2024-07-09 17:06:08.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division City, Phalodi",3019734,3006232,Public Health Engineering,50021,Jodhpur,50016,Jaipur,,"AEN, PHED, Sub Divi. City, Phalodi",,2018-02-09 11:35:48.000000,3,Asia/Kolkata,Sub Division,582,2020-10-05 10:55:31.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division City, Sawai Madhopur",3006871,3006287,Public Health Engineering,50028,Sawai Madhopur,50016,Jaipur,,"AEN, PHED, Sub Divi. Sawai Madhopur City",,2017-07-17 12:36:04.000000,3,Asia/Kolkata,Sub Division,582,2020-09-24 17:20:07.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division City, Chittorgarh",3019497,3006159,Public Health Engineering,50010,Chittorgarh,50016,Jaipur,,"AEN, PHED, Sub Divi. City, Chittorgarh",,2018-02-05 16:35:58.000000,3,Asia/Kolkata,Sub Division,582,2020-09-24 17:13:59.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Division Lakheri",3006151,3006148,Public Health Engineering,50009,Bundi,50016,Jaipur,,"EEDn., PHED, Lakheri",,2017-06-21 12:16:20.000000,3,Asia/Kolkata,Division,584,2021-02-05 16:22:00.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division City-XII (S) Pratapnagar, Jaipur",3013101,3006084,Public Health Engineering,50016,Jaipur,50016,Jaipur,,"AEN, PHED, Sub Divi. City-XII (S) Pratapnagar, Jaipur",,2017-11-07 17:00:07.000000,3,Asia/Kolkata,Sub Division,582,2020-10-05 12:52:48.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Bhadesar",3019504,3006160,Public Health Engineering,50010,Chittorgarh,50016,Jaipur,,"AEN,PHED,Sub Divi. Bhadesar",,2018-02-05 16:39:47.000000,3,Asia/Kolkata,Sub Division,582,2020-08-21 11:32:07.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, City Production Distribution & Revenue-I, Jodhpur",3006229,3006103,Public Health Engineering,50021,Jodhpur,50016,Jaipur,,"EECPD & Revenue-I, PHED, Jodhpur",,2017-06-22 12:43:27.000000,3,Asia/Kolkata,Division,584,2021-03-17 11:10:05.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Nohar",3019620,3006053,Public Health Engineering,50015,Hanumangarh,50016,Jaipur,,"AEN,PHED,Sub Divi. Nohar",,2018-02-07 15:48:56.000000,3,Asia/Kolkata,Sub Division,582,2020-08-21 13:30:37.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Railmagra",3019843,3006279,Public Health Engineering,50027,Rajsamand,50016,Jaipur,,"AEN, PHED, Sub Divi. Railmagra",,2018-02-12 12:37:32.000000,3,Asia/Kolkata,Sub Division,582,2020-08-24 13:50:29.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Deoli",3019881,3006302,Public Health Engineering,50032,Tonk,50016,Jaipur,,"AEN, PHED, Sub Divi. Deoli",,2018-02-12 17:40:59.000000,3,Asia/Kolkata,Sub Division,582,2020-09-24 17:46:58.000000,3,Asia/Kolkata
32,State,Public Health Engineering,3001397,3000250,Public Health Engineering,50016,Jaipur,50016,Jaipur,,PHED,,2016-12-14 15:09:38.000000,3,Asia/Kolkata,Department,356,2023-09-08 17:51:16.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Distribution-III (Mahavir Nagar), Kota",3007293,3006252,Public Health Engineering,50023,Kota,50016,Jaipur,,"AEN, PHED, Sub Divi.,Distribution-III (Mahavir Nagar), Kota",,2017-07-26 12:04:40.000000,3,Asia/Kolkata,Sub Division,582,2020-09-24 17:51:32.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Sangar",3019627,3006202,Public Health Engineering,50017,Jaisalmer,50016,Jaipur,,"AEN, PHED, Sub Divi. Sangar",,2018-02-08 11:02:14.000000,3,Asia/Kolkata,Sub Division,582,2020-09-30 12:06:20.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Drilling-II, Ajmer",3027985,3006096,Public Health Engineering,50001,Ajmer,50016,Jaipur,,"AEN, PHED, Sub Divi. Drilling-II Ajmer",,2018-09-05 11:58:35.000000,3,Asia/Kolkata,Sub Division,582,2020-09-25 10:59:14.000000,3,Asia/Kolkata
6,District,"Office of Superintending Engineer, Public Health Engineering Department, Project Circle Jhalawar",3006086,3065166,Public Health Engineering,50019,Jhalawar,50016,Jaipur,,"SEPC, PHED, Jhalawar",,2017-06-20 15:35:31.000000,3,Asia/Kolkata,Circle Office,386,2024-09-23 11:03:51.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Uchchain",3064055,3005999,Public Health Engineering,50006,Bharatpur,50016,Jaipur,,"AEN, PHED, Sub Divi. Uchchain",,2024-06-28 17:47:32.000000,3,Asia/Kolkata,Sub Division,582,,,
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Project Division Karauli",3006246,3006190,Public Health Engineering,50022,Karauli,50016,Jaipur,,"EEPDn., PHED Karauli",,2017-06-22 14:45:32.000000,3,Asia/Kolkata,Division,584,2020-10-07 15:21:10.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Bamanwas",3020032,3006286,Public Health Engineering,50040,Gangapur City,50016,Jaipur,,"AEN, PHED, Sub Divi. Bamanwas",,2018-02-14 15:47:08.000000,3,Asia/Kolkata,Sub Division,582,2024-09-09 14:52:38.000000,3,Asia/Kolkata
6,District,"Office of Superintending Engineer, Public Health Engineering Department, Circle Alwar",3005944,3005930,Public Health Engineering,50002,Alwar,50016,Jaipur,,"SEO,PHED, Alwar",,2017-06-16 11:41:08.000000,3,Asia/Kolkata,Circle Office,386,2020-08-17 14:49:17.000000,3,Asia/Kolkata
6,District,"Office of Superintending Engineer, Public Health Engineering Department , Circle Balotra",3064371,3006102,Public Health Engineering,50035,Balotara,50016,Jaipur,,"SEC, PHED, Circle Balotra",,2024-07-18 12:44:47.000000,3,Asia/Kolkata,Circle Office,386,2024-09-02 15:15:16.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Project Division Jaitaran",3006271,3006178,Public Health Engineering,50025,Pali,50016,Jaipur,,"EEPDn., PHED Jaitaran",,2017-06-23 10:57:57.000000,3,Asia/Kolkata,Division,584,2020-10-07 15:20:07.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Taleda",3019513,3006150,Public Health Engineering,50009,Bundi,50016,Jaipur,,"AEN,PHED,Sub Divi. Taleda",,2018-02-06 14:30:30.000000,3,Asia/Kolkata,Sub Division,582,2020-09-30 14:37:27.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, City Division-I Udaipur",3006306,3006195,Public Health Engineering,50033,Udaipur,50016,Jaipur,,"EECD-I, PHED Udaipur",,2017-06-27 13:32:30.000000,3,Asia/Kolkata,Division,584,2020-10-07 14:22:37.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Revenue, Sri Ganganagar",3019555,3006047,Public Health Engineering,50031,Sri Ganganagar,50016,Jaipur,,"AEN, PHED, Sub Divi. Rev., Sri Ganganagar",,2018-02-07 11:09:05.000000,3,Asia/Kolkata,Sub Division,582,2020-09-30 11:39:10.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division City Manji Ka Hattha, Jodhpur",3019721,3006230,Public Health Engineering,50021,Jodhpur,50016,Jaipur,,"AEN, PHED, Sub Divi. City Manji Ka Hattha, Jodhpur",,2018-02-09 11:09:23.000000,3,Asia/Kolkata,Sub Division,582,2020-10-05 10:34:01.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division City New Power House, Jodhpur",3019731,3006231,Public Health Engineering,50021,Jodhpur,50016,Jaipur,,"AEN, PHED, Sub Divi. City New Power House, Jodhpur",,2018-02-09 11:28:51.000000,3,Asia/Kolkata,Sub Division,582,2021-03-04 11:45:48.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Division Khetri",3006228,3062650,Public Health Engineering,50046,Neem Ka Thana,50016,Jaipur,,"EEdn., PHED, Khetri",,2017-06-22 12:31:06.000000,3,Asia/Kolkata,Division,584,2024-05-31 12:00:07.000000,3,Asia/Kolkata
6,District,"Office of Superintending Engineer, Public Health Engineering Department NCR, Alwar",3005945,3005930,Public Health Engineering,50002,Alwar,50016,Jaipur,,"SEC NCR, Alwar",,2017-06-16 11:42:56.000000,3,Asia/Kolkata,Circle Office,386,2021-09-13 14:19:39.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division-III Project, Udaipur",3034662,3006310,Public Health Engineering,50033,Udaipur,50016,Jaipur,,"AEN, PHED, Sub Divi.-III Project, Udaipur",,2020-09-07 13:29:51.000000,3,Asia/Kolkata,Sub Division,582,2020-09-30 14:47:43.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Nimbahera",3019506,3006160,Public Health Engineering,50010,Chittorgarh,50016,Jaipur,,"AEN,PHED,Sub Divi. Nimbahera",,2018-02-05 16:42:26.000000,3,Asia/Kolkata,Sub Division,582,2020-08-21 11:35:52.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Khetri",3019686,3006228,Public Health Engineering,50046,Neem Ka Thana,50016,Jaipur,,"AEN,PHED,Sub, Divi. Khetri",,2018-02-08 15:15:20.000000,3,Asia/Kolkata,Sub Division,582,2024-05-31 11:55:54.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Project Division Todabhim",3036312,3006190,Public Health Engineering,50022,Karauli,50016,Jaipur,,"EEPDn., PHED, Todabhim",,2020-12-18 12:44:01.000000,3,Asia/Kolkata,Division,584,,,
3,Block,"Office of Executive Engineer, Public Health Engineering Department, City Division-II, Alwargate (Ajmer)",3005974,3005942,Public Health Engineering,50001,Ajmer,50016,Jaipur,,"EECDn-II, PHED, Alwargate (Ajmer)",,2017-06-16 17:35:19.000000,3,Asia/Kolkata,Division,584,2020-10-07 14:27:03.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Project Division Laxmangarh",3006289,3006100,Public Health Engineering,50029,Sikar,50016,Jaipur,,"EEPDn., PHED Laxmangarh",,2017-06-27 11:12:49.000000,3,Asia/Kolkata,Division,584,2020-10-07 15:21:48.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division City-III (Filter Plant), Ajmer",3006848,3005973,Public Health Engineering,50001,Ajmer,50016,Jaipur,,"AEN, PHED, Sub Divi. Filter Plant Ajmer",,2017-07-14 11:47:13.000000,3,Asia/Kolkata,Sub Division,582,2020-09-24 17:30:56.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division City Balotra",3019419,3006143,Public Health Engineering,50005,Barmer,50016,Jaipur,,"AEN, PHED, Sub Divi. City Balotra",,2018-02-02 12:45:47.000000,3,Asia/Kolkata,Sub Division,582,2020-08-20 15:56:27.000000,3,Asia/Kolkata
7,Division,"Office of Junior Chemist Laboratory PHED, Barmer",3020308,3020301,Public Health Engineering,50005,Barmer,50016,Jaipur,,"PHED Laboratory, Barmer",,2018-02-20 12:50:11.000000,3,Asia/Kolkata,Laboratory,468,2021-02-05 13:00:13.000000,3,Asia/Kolkata
6,District,"Office of Executive Engineer, Public Health Engineering Department, City Division-IV (South), Mansarovar Thadi Market, Jaipur",3006084,3005967,Public Health Engineering,50016,Jaipur,50016,Jaipur,,"EECDn-IV (South), Mansarovar, Jaipur",,2017-06-20 15:33:16.000000,3,Asia/Kolkata,Division,584,2020-09-09 11:58:35.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Project-III, Nathdwara",3019852,3006281,Public Health Engineering,50027,Rajsamand,50016,Jaipur,,"AEN, PHED, Sub Divi. Project-III, Nathdwara",,2018-02-12 12:47:39.000000,3,Asia/Kolkata,Sub Division,582,2020-08-24 13:57:51.000000,3,Asia/Kolkata
6,District,"Office of Superintending Engineer, Public Health Engineering Department, Project Circle Chohtan",3034669,3005931,Public Health Engineering,50005,Barmer,50016,Jaipur,,"SEPC, PHED,  Chohtan",,2020-09-10 16:01:16.000000,3,Asia/Kolkata,Circle Office,386,2024-09-02 14:35:30.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Project Division-I, Barmer",3005990,3005946,Public Health Engineering,50005,Barmer,50016,Jaipur,,"EEPDn-I, PHED, Barmer",,2017-06-19 11:56:52.000000,3,Asia/Kolkata,Division,584,2020-10-07 15:35:38.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division District-II, Nagaur",3019706,3006264,Public Health Engineering,50024,Nagaur,50016,Jaipur,," AEN, PHED, Sub Divi. Distt. II, Nagaur",,2018-02-08 16:41:23.000000,3,Asia/Kolkata,Sub Division,582,2021-01-25 11:31:51.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Project Division Deeg",3005996,3006190,Public Health Engineering,50006,Bharatpur,50016,Jaipur,,"EEPDn., PHED, Deeg",,2017-06-19 12:11:47.000000,3,Asia/Kolkata,Division,584,2024-06-18 10:55:23.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Project Division Dhannasar",3006051,3005957,Public Health Engineering,50015,Hanumangarh,50016,Jaipur,,"EEPDn., PHED, Dhannasar ",,2017-06-19 18:00:00.000000,3,Asia/Kolkata,Division,584,2020-08-18 17:20:06.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Chhipa Barod",3007491,3006122,Public Health Engineering,50004,Baran,50016,Jaipur,,"AEN,PHED,Sub Divi. Chhipa Barod",,2017-07-28 12:43:42.000000,3,Asia/Kolkata,Sub Division,582,2020-08-20 15:10:50.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division-II, Bhadra",3019614,3006053,Public Health Engineering,50015,Hanumangarh,50016,Jaipur,,"AEN, PHED, Sub Divi.-II, Bhadra",,2018-02-07 15:17:41.000000,3,Asia/Kolkata,Sub Division,582,2020-08-25 12:16:08.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Distribution-I (Teachers Colony), Kota",3007290,3006252,Public Health Engineering,50023,Kota,50016,Jaipur,,"AEN, PHED, Sub Divi., Distribution -I (Teachers Colony), Kota",,2017-07-26 12:02:46.000000,3,Asia/Kolkata,Sub Division,582,2020-09-24 17:49:40.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Baran",3007484,3006120,Public Health Engineering,50004,Baran,50016,Jaipur,,"AEN,PHED,Sub Divi. Baran",,2017-07-28 12:40:18.000000,3,Asia/Kolkata,Sub Division,582,2020-09-24 16:55:52.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Padukalan",3019703,3006263,Public Health Engineering,50024,Nagaur,50016,Jaipur,,"AEN, PHED, Sub Divi. Padukalan",,2018-02-08 16:39:18.000000,3,Asia/Kolkata,Sub Division,582,2020-09-30 11:00:01.000000,3,Asia/Kolkata
7,Division,"Office of Junior Chemist Laboratory PHED, Baran",3020307,3020301,Public Health Engineering,50004,Baran,50016,Jaipur,,"PHED Laboratory, Baran",,2018-02-20 12:49:26.000000,3,Asia/Kolkata,Laboratory,468,2021-02-05 12:43:31.000000,3,Asia/Kolkata
9,Region,"Office of Additional Chief Engineer, Public Health Engineering Department, Region Sri Ganganagar",3065363,3005598,Public Health Engineering,50031,Sri Ganganagar,50016,Jaipur,,"ACE, PHED, Region Sri Ganganagar",,2024-10-04 12:46:13.000000,3,Asia/Kolkata,Region Office,452,,,
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division City-I, Udaipur",3007188,3006306,Public Health Engineering,50033,Udaipur,50016,Jaipur,,"AEN, PHED, Sub Divi. City-I, Udaipur",,2017-07-25 11:42:26.000000,3,Asia/Kolkata,Sub Division,582,2020-09-24 17:27:35.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Khajuwala",3019494,3006018,Public Health Engineering,50034,Anoopgarh,50016,Jaipur,,"AEN, PHED, Sub Divi. Khajuwala",,2018-02-05 16:17:17.000000,3,Asia/Kolkata,Sub Division,582,2024-06-21 15:52:09.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Tibbi",3019613,3006052,Public Health Engineering,50015,Hanumangarh,50016,Jaipur,,"AEN,PHED,Sub Divi. Tibbi",,2018-02-07 15:14:45.000000,3,Asia/Kolkata,Sub Division,582,2020-08-21 13:23:07.000000,3,Asia/Kolkata
6,District,"Office of Superintending Engineer, Public Health Engineering Department, Circle Jalore",3006205,3006102,Public Health Engineering,50018,Jalore,50016,Jaipur,,"SEO,PHED, Jalore",,2017-06-21 17:17:00.000000,3,Asia/Kolkata,Circle Office,386,2020-08-17 16:18:02.000000,3,Asia/Kolkata
